No,Cinsiyet,Yas,MedDur,Cocuk,Egitim,StrKay,Sigara,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss
407,2,26,2,2,5,8,1,4,2,3,2,3,1,1,4,2,1,4,1,2,4,2,2,3,1,3,3,1,4,1,3,1,2,1,3,3,2,3,1,1,3,3,5,4,3,3,2,3,4,4,3,3,3,4,2,4,4,1,4,2,4,2,3,1,1,0,1,1,0,1,0,1,1,0,0,4,4,2,3,4,3,3,1,2,3,4,3,1,2,3,4,1,4,4,4,5,4,3,4,4,3,2,2,3,3,4,3,3,4,4,2,2,3,2,3,2,23,26,28,16,18,27,37,5,43
285,2,21,1,2,5,1,2,2,3,3,3,2,3,1,3,2,1,3,2,2,3,4,1,2,1,3,4,2,2,1,2,1,2,2,3,1,3,3,4,2,4,5,5,4,4,4,3,4,3,2,2,3,2,1,1,3,3,1,3,1,3,2,3,1,1,1,1,1,0,0,0,0,1,1,1,3,3,4,3,4,3,4,2,3,4,2,2,2,2,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,4,4,4,3,4,4,3,3,2,4,3,3,16,23,26,20,22,29,34,6,53
702,1,46,4,1,6,1,2,4,1,4,1,5,1,1,3,1,1,4,1,2,4,2,1,4,1,4,3,1,3,1,2,2,4,1,2,1,4,4,1,1,5,5,5,5,5,2,3,2,4,4,3,4,3,2,2,4,4,1,4,1,4,1,4,4,1,0,1,1,0,0,0,0,0,0,0,2,2,5,4,4,3,1,3,4,3,1,3,3,2,2,2,4,4,5,5,5,4,4,4,4,3,2,2,2,3,4,4,4,1,4,4,4,5,5,4,4,28,26,34,12,25,23,37,2,68
289,2,32,4,1,3,8,2,3,2,2,2,4,2,2,4,2,2,4,2,1,3,2,1,4,2,4,3,2,4,1,1,2,2,1,4,1,3,3,2,1,6,6,5,5,5,2,3,3,5,4,3,4,4,2,2,3,3,1,3,1,4,4,4,1,1,1,1,1,1,1,0,1,1,1,1,2,2,4,4,4,4,2,4,4,4,2,4,4,4,3,2,4,4,4,4,4,3,3,3,3,4,1,2,2,2,4,4,1,4,4,4,4,4,4,3,4,21,24,32,14,27,22,34,9,71
230,1,20,1,2,3,1,2,4,2,4,3,5,2,3,3,2,2,4,3,3,3,2,4,4,2,4,1,2,1,1,1,3,2,2,2,3,3,3,4,2,5,5,5,4,3,1,3,4,2,4,3,2,3,3,3,3,3,2,2,2,3,4,2,4,1,0,0,1,0,0,0,0,0,1,0,2,2,4,4,4,4,5,4,2,3,4,4,5,3,2,2,4,5,4,3,4,2,3,3,2,2,4,2,4,3,3,3,1,1,4,4,4,1,2,4,4,24,19,26,23,22,30,25,2,65
511,1,21,1,2,5,1,2,3,2,4,2,4,1,2,3,2,3,3,4,2,4,2,1,4,4,4,3,4,3,2,2,2,2,3,4,5,3,3,3,1,2,4,4,4,2,3,4,3,3,3,2,3,3,3,4,3,4,1,3,1,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,4,4,4,3,3,3,3,3,3,3,4,4,3,2,2,3,3,3,4,4,5,3,3,2,1,3,3,3,3,3,4,4,2,3,4,2,2,3,2,4,3,24,18,32,27,16,31,33,3,53
496,1,31,3,1,3,6,2,4,3,4,2,5,3,3,4,1,1,3,1,2,4,1,1,3,1,3,4,1,2,1,2,4,4,1,2,1,4,3,2,2,5,5,3,3,1,2,2,2,4,4,4,4,4,3,1,4,4,1,4,2,4,2,3,1,1,1,1,1,1,0,1,1,0,0,1,2,2,5,4,4,2,4,2,5,5,1,1,4,4,1,4,2,3,3,4,3,2,4,4,4,3,2,2,2,2,4,3,3,4,4,4,4,2,5,5,2,23,24,33,13,17,22,37,7,63
212,2,35,5,1,4,5,2,4,1,5,2,2,1,2,3,3,2,4,2,4,3,4,2,5,1,5,4,4,4,3,3,1,3,2,2,3,3,4,2,1,4,1,2,1,2,4,3,4,3,3,4,3,3,3,2,4,4,1,4,1,2,3,3,3,2,1,1,1,1,1,0,0,0,0,0,1,2,5,3,4,4,2,3,3,3,5,3,4,3,4,2,2,4,5,4,5,3,2,3,3,1,3,3,3,3,4,4,2,2,3,5,4,4,1,2,4,25,19,34,25,10,32,32,5,61
542,1,26,3,2,5,1,2,2,2,4,3,5,3,2,3,1,1,3,1,2,4,1,1,3,2,5,3,1,3,2,3,3,3,2,3,3,4,4,2,2,6,5,5,3,4,3,2,3,4,3,2,4,4,1,2,4,4,1,4,1,4,1,4,2,2,0,1,1,0,0,0,0,0,1,0,2,4,3,4,4,3,3,2,4,3,3,2,2,2,2,2,3,3,4,3,3,3,4,4,4,3,2,3,2,2,4,4,4,3,3,4,2,3,3,4,4,21,24,35,19,23,22,38,3,55
190,2,23,1,2,5,1,2,3,2,4,2,3,3,3,3,2,3,4,3,3,3,3,2,3,2,3,3,3,2,2,2,3,3,1,3,2,3,2,2,1,4,5,4,3,6,3,3,3,3,3,4,3,3,3,3,3,3,2,3,2,3,3,3,2,2,1,1,1,0,1,0,1,1,0,1,3,3,3,4,4,3,4,3,4,4,3,4,3,3,3,2,3,4,4,4,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,4,21,18,28,20,22,31,29,7,60
481,2,39,4,1,4,1,2,4,2,4,1,4,2,2,4,1,2,4,1,2,4,1,1,4,1,5,2,2,3,1,4,4,4,1,5,4,4,5,1,2,2,4,6,7,7,3,3,4,4,3,3,4,4,3,2,4,4,1,4,1,4,2,3,1,1,1,1,1,0,1,1,1,1,1,1,4,3,5,3,5,2,1,4,4,4,1,4,5,4,1,1,4,4,4,5,4,3,4,3,4,3,2,3,2,2,4,4,3,4,4,2,3,5,5,5,5,25,25,40,18,26,27,38,9,73
189,1,46,5,1,6,9,2,2,3,2,2,2,3,3,3,2,2,3,2,3,3,2,2,2,1,4,4,2,3,2,3,2,3,2,3,1,4,3,2,2,4,4,5,5,4,3,3,4,4,3,3,3,3,4,3,4,4,1,4,1,3,1,3,2,1,1,1,0,0,1,0,1,1,0,1,2,3,3,4,4,4,3,2,4,4,2,4,3,2,4,4,3,3,3,4,3,2,3,3,3,2,2,3,3,3,4,4,4,3,4,4,3,3,4,2,2,16,19,31,19,22,31,37,6,58
23,2,60,4,2,5,5,1,4,2,3,1,4,1,3,3,1,2,4,1,2,4,4,1,2,2,4,4,4,3,2,3,2,3,1,4,2,3,3,3,3,6,6,6,6,6,5,3,4,4,3,2,4,3,2,1,3,3,1,3,3,3,4,3,3,2,1,1,1,1,1,0,1,0,0,0,4,3,4,4,3,3,4,3,4,4,3,3,1,2,3,3,3,3,4,5,5,2,4,3,4,3,2,3,2,3,4,2,1,2,3,2,3,2,3,3,3,25,23,32,25,30,27,27,6,53
182,1,42,4,1,6,1,2,4,1,3,2,4,2,1,2,2,1,4,4,1,5,3,2,4,1,4,4,2,4,3,2,4,4,2,4,2,4,3,2,2,5,3,5,5,3,4,3,3,4,4,3,4,4,2,2,4,3,1,4,1,3,2,3,2,2,1,1,0,1,0,1,0,1,0,0,3,3,3,5,3,3,3,4,4,4,1,4,2,3,2,2,3,4,5,4,4,4,3,4,1,4,2,2,2,2,4,4,3,3,3,3,3,3,5,4,4,24,22,40,21,21,25,34,5,64
210,2,35,4,1,2,4,2,4,1,4,2,4,1,1,4,1,1,4,1,1,4,2,2,4,2,4,5,2,4,1,4,3,3,2,3,2,3,4,1,1,6,6,6,6,3,2,2,3,4,4,2,3,4,2,2,4,4,1,3,3,4,1,4,3,1,0,1,1,1,1,0,1,1,0,1,4,3,4,4,4,4,1,5,5,5,3,4,4,4,2,2,4,4,5,4,5,4,4,4,4,4,2,2,3,2,4,2,4,2,4,2,3,5,3,4,4,26,28,37,19,27,22,35,7,72
418,2,22,1,1,3,8,2,5,4,3,3,2,4,2,3,3,2,4,2,3,4,3,1,3,4,3,2,3,3,2,1,4,3,1,4,4,3,2,1,1,3,3,3,1,2,3,3,3,3,2,3,2,3,3,3,4,4,3,3,2,2,3,2,3,3,1,1,1,0,1,0,1,1,1,1,2,2,3,4,4,2,4,2,5,3,5,3,4,2,3,2,2,4,2,3,2,3,2,3,3,2,3,4,4,3,2,3,2,2,2,4,4,2,1,3,4,17,20,31,21,12,32,26,8,56
432,2,44,4,1,3,1,2,5,3,5,3,5,5,4,4,3,4,4,1,4,5,3,1,3,1,5,5,3,4,3,3,3,4,1,3,1,3,3,2,1,4,4,4,4,1,4,1,4,4,3,3,4,4,5,3,4,4,1,4,1,4,1,4,1,1,1,1,1,0,0,0,1,0,0,1,3,1,3,5,4,3,5,2,3,4,5,4,1,3,4,4,2,3,3,3,1,1,2,1,4,1,2,3,2,2,4,4,4,4,4,3,5,1,1,2,2,22,17,38,19,17,29,40,5,51
165,1,46,6,2,4,5,2,2,3,4,4,2,2,2,3,1,1,2,1,1,4,2,1,4,1,3,4,2,3,1,1,2,3,1,3,1,3,4,2,1,2,2,5,6,2,2,4,1,4,3,3,3,4,2,3,4,4,1,3,1,4,1,4,1,3,1,1,1,1,0,0,1,1,0,1,2,1,4,4,4,4,1,4,4,4,2,5,4,4,1,1,2,2,3,2,4,3,4,4,4,4,2,3,3,2,4,4,4,4,2,4,5,5,4,5,5,17,24,33,13,17,25,37,7,73
430,2,29,4,1,3,1,2,3,3,3,3,4,3,2,3,2,2,1,2,1,4,3,1,3,1,3,3,1,3,1,2,3,4,1,3,1,3,4,1,1,5,5,6,6,3,3,3,3,4,4,3,4,4,3,2,4,4,1,3,1,4,2,2,1,1,1,1,1,0,1,0,1,0,1,1,2,2,4,2,3,3,2,3,2,2,2,3,3,3,1,1,3,3,3,3,3,3,3,3,3,4,2,2,2,2,4,4,3,4,4,4,4,4,4,5,5,19,20,33,13,25,25,36,7,60
68,1,55,7,2,5,1,2,4,2,4,2,4,2,2,3,2,2,3,1,1,4,2,1,3,1,4,4,1,4,2,2,4,4,1,4,3,4,4,1,1,4,4,4,5,2,2,2,2,4,4,2,4,4,3,2,3,4,1,4,1,4,1,3,1,1,1,1,1,1,1,0,1,1,0,1,2,2,4,4,5,5,2,4,4,4,2,4,4,4,2,2,4,4,4,4,4,3,3,3,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,24,23,39,15,19,21,38,8,74
2,2,21,1,2,5,1,2,4,4,2,4,5,2,2,3,1,1,2,1,3,4,4,2,3,1,4,4,4,4,1,2,3,3,2,4,1,4,4,4,3,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,2,3,2,3,1,3,2,2,0,1,1,0,0,0,0,1,0,0,2,4,3,3,2,5,4,3,3,3,2,5,4,5,2,2,5,5,2,2,4,3,4,4,4,2,2,3,3,3,3,3,4,3,3,4,2,2,4,4,4,19,22,37,24,20,30,31,3,66
141,2,41,5,1,5,8,1,4,1,4,1,5,1,2,3,1,1,2,1,2,5,3,2,4,1,4,4,2,4,1,2,4,4,2,4,1,4,4,3,1,5,5,5,5,6,3,2,3,5,4,4,4,4,3,3,3,4,1,3,1,3,1,4,1,1,1,1,1,0,1,1,1,1,1,0,2,4,3,2,4,2,2,4,4,4,3,4,4,4,2,1,4,4,5,5,5,3,4,4,4,3,1,2,2,2,4,4,4,4,4,4,2,4,3,4,5,28,23,41,18,26,25,37,8,65
513,1,67,4,2,3,6,2,4,2,4,2,5,1,1,4,1,1,4,2,1,4,2,2,4,5,4,4,2,3,1,2,3,4,2,2,5,2,4,4,1,5,6,4,5,3,4,4,4,4,3,3,3,4,4,2,3,4,2,3,3,2,2,2,4,2,1,1,1,0,1,0,1,1,1,1,2,3,4,4,4,5,4,3,5,5,4,3,4,3,4,5,5,5,4,4,5,4,4,4,3,4,2,3,3,2,3,2,3,1,3,4,3,2,2,2,1,26,27,34,26,23,31,26,8,64
479,2,53,4,2,4,2,2,3,2,4,1,4,4,1,3,1,1,4,1,1,4,3,2,3,1,4,5,3,4,1,2,3,3,1,3,1,3,4,1,1,2,2,2,2,2,4,1,2,4,3,2,4,4,2,1,4,4,1,4,1,4,3,4,1,1,0,1,1,0,1,1,1,1,0,1,1,3,5,5,5,4,1,4,4,4,1,3,5,2,3,5,4,4,4,5,2,4,4,4,4,4,2,3,2,2,4,4,2,4,4,5,3,5,5,3,1,22,27,36,16,10,21,38,7,71
257,2,56,4,2,2,6,2,5,4,4,3,4,2,2,4,3,3,3,2,2,5,2,2,2,1,5,2,2,4,1,2,2,2,3,2,1,3,4,3,1,4,3,4,6,5,3,3,2,4,3,2,4,4,2,2,3,3,1,3,1,4,3,3,2,1,0,1,1,0,1,0,0,1,0,0,3,2,3,5,5,4,3,3,4,4,4,3,2,3,3,3,3,4,2,3,4,3,2,2,3,3,2,3,2,2,4,4,2,3,4,3,4,3,2,3,3,22,20,31,18,22,23,33,4,61
242,2,18,1,2,3,1,2,3,2,2,2,4,2,2,3,1,2,3,1,2,4,2,1,3,2,4,2,2,3,3,3,4,4,2,3,4,3,3,3,2,4,4,3,5,5,3,3,4,3,4,2,3,3,2,1,4,4,1,3,3,3,2,3,2,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,4,4,4,3,4,3,4,3,3,2,3,3,4,2,3,3,4,,,,,,,21,23,33,24,21,26,33,2,
234,2,44,1,2,6,,1,3,2,5,1,4,1,1,4,1,1,4,1,1,4,4,2,2,4,5,4,3,4,1,2,4,4,2,3,2,4,4,2,1,5,4,4,5,5,4,3,4,4,3,2,5,4,3,2,4,4,1,4,1,4,1,4,2,2,1,1,1,1,0,0,0,0,0,0,5,3,3,4,4,3,3,3,4,4,2,4,3,3,2,3,4,5,4,5,5,4,4,4,4,4,2,3,1,2,4,4,4,3,3,1,3,3,4,4,3,26,28,38,23,23,26,38,4,62
91,1,51,5,1,3,1,2,4,1,4,1,4,1,1,3,2,1,4,1,1,4,2,1,4,1,4,3,1,3,2,2,3,3,1,4,1,4,4,2,1,5,5,5,5,5,3,2,1,4,4,1,1,5,2,2,4,3,1,3,1,3,1,3,1,1,1,1,0,0,0,0,0,1,0,0,2,2,3,4,4,3,2,2,4,5,2,3,4,3,2,2,3,4,5,5,5,4,3,4,4,4,2,2,5,1,4,4,4,4,4,4,4,4,4,4,4,27,26,36,14,25,21,36,3,66
34,1,64,4,2,6,8,2,4,1,4,2,3,1,1,3,1,2,4,1,2,4,1,2,4,2,3,4,1,3,2,1,1,3,2,3,1,3,3,1,1,4,5,4,4,2,2,3,3,4,3,2,4,3,3,2,4,4,1,3,1,3,1,3,3,1,1,1,1,1,1,0,0,1,0,1,1,2,5,3,5,2,3,3,4,4,3,4,3,1,1,1,3,3,5,4,5,4,4,3,4,3,2,3,2,3,4,4,4,2,4,5,4,3,3,5,5,25,25,31,14,19,25,35,7,65
8,2,38,7,1,5,1,2,2,2,4,2,4,3,2,3,2,2,3,2,2,5,2,2,3,1,4,4,2,4,1,2,4,4,2,4,1,4,4,2,2,5,5,5,6,5,3,3,3,4,4,3,3,4,3,2,3,4,1,3,1,3,2,3,1,1,1,0,1,0,0,0,0,1,0,0,3,2,4,3,4,2,3,2,2,3,3,2,3,2,4,3,2,2,4,4,3,3,3,3,3,3,2,2,3,2,4,4,3,4,4,3,4,3,3,2,3,21,21,40,17,26,26,35,3,49
412,1,48,4,1,4,1,2,5,2,4,1,4,3,1,4,1,1,4,1,1,4,2,1,4,1,4,4,1,4,2,2,3,2,1,4,1,4,4,2,1,4,4,4,5,2,2,3,2,5,3,2,4,4,3,1,4,4,1,4,1,4,1,4,1,1,0,1,1,1,1,0,1,1,0,0,2,2,4,4,4,4,2,4,4,4,3,4,4,4,2,2,4,4,4,5,3,4,4,4,4,4,1,3,2,2,4,4,4,4,4,4,4,4,3,4,4,25,28,37,14,19,21,40,6,71
64,1,27,3,2,3,8,1,4,1,5,2,5,3,2,4,3,2,4,1,1,3,2,2,3,1,5,2,5,2,1,3,3,2,2,3,1,4,5,2,2,5,5,6,6,7,3,2,3,4,3,2,4,4,3,2,4,4,1,4,1,3,1,4,2,1,0,1,1,1,1,0,0,1,1,0,1,1,5,4,5,3,3,4,3,4,2,3,4,4,3,2,3,4,5,4,3,3,2,3,4,4,2,3,2,2,4,4,4,3,4,5,5,3,4,3,4,26,24,32,21,29,24,38,6,70
327,2,46,4,1,5,1,2,3,2,1,3,3,3,3,2,3,3,4,4,3,3,2,1,5,2,2,4,2,3,1,3,3,3,1,4,4,3,3,1,1,5,3,5,5,4,1,2,3,3,3,4,3,2,3,4,2,4,2,2,4,2,4,2,4,3,1,1,1,1,1,0,1,1,0,1,4,2,5,3,2,3,5,1,2,3,4,2,2,2,4,4,2,3,4,3,3,2,2,2,1,2,3,3,3,4,3,1,1,1,2,2,4,1,2,2,2,17,15,33,18,22,30,20,8,43
226,2,48,4,2,3,9,2,3,3,4,2,3,3,3,3,3,2,1,2,3,4,1,2,2,1,5,3,3,3,2,2,2,4,2,3,1,2,3,4,4,3,3,2,3,6,3,3,4,3,2,3,3,3,4,2,4,4,1,3,1,2,3,3,2,1,1,1,1,0,0,0,0,1,0,0,4,4,3,3,4,2,5,4,3,4,4,2,4,2,3,2,2,2,3,4,3,2,2,3,3,2,3,4,3,3,4,4,2,3,4,2,2,1,2,3,4,20,16,31,22,17,32,33,4,49
284,2,55,4,2,4,7,2,5,1,4,2,5,1,2,3,2,3,3,2,2,4,3,1,3,1,3,1,2,3,1,1,2,3,2,4,1,3,3,2,2,5,4,6,6,4,3,2,3,5,4,4,4,4,3,4,4,4,1,4,1,4,1,2,1,1,0,1,0,1,1,1,0,1,0,0,1,3,5,3,3,4,3,2,3,2,2,5,2,3,2,1,3,3,5,4,5,3,3,2,3,3,1,2,2,2,4,4,4,4,4,5,3,3,4,4,5,28,20,29,16,25,26,38,5,62
280,1,34,4,1,3,1,2,4,2,3,1,5,1,3,4,1,4,4,3,2,3,5,1,5,1,3,4,5,4,3,4,2,2,1,3,3,3,3,1,1,1,1,3,3,1,3,3,3,2,3,4,4,3,4,3,4,4,1,4,1,3,2,4,4,3,0,1,1,0,0,1,0,0,0,0,4,5,4,2,4,1,5,3,2,1,5,4,5,3,2,1,5,5,4,5,5,2,4,1,2,3,4,3,2,3,4,4,3,1,2,2,1,1,1,4,5,26,20,32,25,9,32,33,3,53
528,1,27,4,2,5,9,2,3,4,2,4,3,3,2,2,2,2,3,3,3,3,2,1,2,3,4,3,5,2,2,2,2,2,1,4,1,4,3,3,3,2,6,3,4,1,2,2,3,4,3,3,2,4,4,2,2,3,2,3,2,2,4,3,3,3,1,1,1,0,0,0,0,1,0,0,2,2,4,3,4,4,4,2,4,3,2,3,4,2,3,3,3,2,2,2,3,3,3,3,2,2,2,3,4,2,3,3,1,2,2,4,4,2,4,3,3,15,18,29,23,16,27,24,4,58
424,2,63,7,2,3,5,2,3,4,4,3,3,3,3,3,4,4,3,2,3,4,3,2,4,2,5,5,2,4,1,1,3,3,1,4,2,4,3,1,1,1,3,3,4,3,3,3,2,3,2,2,4,3,3,1,3,3,2,3,2,3,2,3,2,3,1,1,1,0,1,0,1,1,0,1,1,1,4,4,3,4,3,3,3,4,4,4,3,4,2,2,4,4,2,3,3,2,1,1,3,2,3,4,2,3,3,3,3,3,2,5,5,3,2,4,4,18,15,39,16,14,26,29,7,67
544,2,23,2,2,4,1,2,3,2,4,3,4,2,2,3,3,2,4,2,4,3,4,2,3,1,4,4,5,3,2,4,3,3,2,3,2,3,3,2,2,2,4,4,4,3,4,3,4,4,3,3,3,4,4,3,4,4,2,3,1,3,4,4,3,2,1,1,1,1,1,0,0,1,0,0,2,3,4,3,4,3,4,3,3,4,4,3,4,3,4,3,3,4,4,3,4,3,2,3,3,1,2,3,3,2,3,4,1,2,3,4,3,2,2,2,3,22,19,32,26,17,31,31,6,57
137,2,22,3,2,4,3,2,3,2,3,2,3,3,2,3,4,2,3,3,3,4,3,2,2,1,4,3,3,3,1,2,2,3,2,3,1,3,3,3,2,5,5,4,5,4,4,4,3,3,3,2,3,3,3,3,4,4,1,4,2,2,3,2,3,4,1,1,1,0,0,0,1,1,0,0,4,3,4,2,2,1,3,1,4,5,5,2,4,1,4,4,1,1,4,4,3,3,1,3,2,2,3,3,3,3,4,3,2,2,1,2,3,3,1,2,2,20,17,30,20,23,31,28,5,41
241,2,48,4,1,5,1,2,4,2,5,1,5,2,2,3,1,1,4,1,2,4,2,1,4,1,3,4,1,4,2,2,4,4,1,4,1,4,4,2,2,6,6,6,6,5,3,2,3,4,4,3,3,4,3,2,4,4,1,4,1,4,1,4,2,1,1,1,1,0,1,0,1,0,0,1,1,2,5,4,3,3,3,3,3,4,2,3,4,3,2,2,3,3,4,5,4,3,4,4,4,3,2,2,3,2,4,4,4,3,4,5,4,3,4,4,4,27,25,39,15,29,25,39,6,65
213,1,22,1,2,5,7,2,4,1,4,1,5,2,2,3,4,1,3,3,3,4,2,3,4,1,4,3,2,3,1,3,3,4,2,3,1,4,4,3,2,3,6,3,3,2,3,4,4,3,3,2,4,3,4,2,3,4,1,4,1,2,3,2,3,2,1,1,1,1,1,0,0,1,0,0,2,4,4,3,4,4,5,2,3,4,2,3,3,3,4,4,3,5,5,5,4,3,1,4,2,2,3,3,2,3,4,4,2,2,3,4,2,1,4,2,2,27,18,36,20,17,30,30,6,56
373,1,32,1,2,3,1,1,4,1,3,1,4,2,2,3,1,2,4,2,2,4,2,2,4,1,4,2,3,4,2,2,3,4,2,4,2,4,3,2,2,5,4,4,3,4,2,3,3,4,4,2,4,4,3,2,4,4,1,4,1,4,3,3,1,1,0,1,1,1,0,1,0,1,0,0,2,2,4,4,4,3,3,4,4,3,2,3,4,3,2,2,4,4,5,5,4,3,4,3,3,3,2,2,2,2,4,4,2,4,4,4,4,3,4,4,4,25,23,36,20,20,23,37,5,67
260,2,41,2,2,6,1,2,2,2,3,3,3,2,2,3,2,2,1,3,3,4,3,4,2,1,5,5,3,4,2,1,3,4,2,3,3,4,4,2,2,4,4,4,3,3,3,3,3,4,3,3,4,3,3,3,4,4,2,3,1,2,4,3,2,3,0,1,1,0,0,0,0,0,0,0,5,3,2,3,2,5,3,2,2,3,3,5,3,5,3,4,4,4,4,3,4,3,3,3,2,2,2,3,2,3,3,4,1,3,2,1,3,3,3,3,2,19,17,38,23,18,28,29,2,55
380,1,38,4,1,4,8,1,3,2,3,1,4,1,1,3,2,2,4,2,2,3,4,2,3,1,3,3,2,3,1,2,2,3,2,3,1,3,3,2,2,4,4,5,5,4,3,2,3,4,4,3,4,4,3,3,4,4,1,3,1,3,3,3,2,3,1,1,1,0,1,0,0,1,0,0,2,4,4,3,4,4,3,3,4,4,2,4,3,4,2,2,4,4,4,5,5,4,3,3,3,3,2,2,2,2,4,4,2,3,2,4,2,3,4,4,4,24,23,29,19,22,25,32,5,66
480,1,29,1,1,4,1,2,3,2,4,2,5,1,1,2,2,2,3,1,3,3,3,1,4,1,3,4,1,4,2,2,2,2,1,2,1,4,4,2,1,3,4,4,2,3,3,3,3,4,4,3,3,3,2,3,4,4,2,4,1,3,2,4,1,1,1,1,1,1,0,0,0,1,0,0,1,2,3,3,3,4,3,4,3,3,3,4,3,3,3,3,3,3,4,4,5,4,3,3,4,2,2,2,3,3,3,4,3,4,4,5,4,3,3,3,3,25,21,32,15,16,27,37,5,60
514,2,62,4,2,4,,2,3,2,3,4,4,1,2,4,1,1,2,2,3,2,2,1,4,2,4,4,1,4,2,2,1,3,1,3,1,4,3,2,1,3,3,4,5,4,3,3,2,3,3,3,4,4,3,3,4,4,1,4,1,3,1,3,1,1,1,1,1,1,0,0,0,1,1,1,4,2,3,3,5,2,1,4,4,4,2,4,4,4,2,2,4,4,4,2,5,3,4,4,3,2,3,3,2,2,4,4,4,4,4,2,4,5,4,4,4,21,22,32,15,19,27,38,7,68
203,2,41,7,1,5,1,1,5,1,4,2,4,2,1,4,1,1,4,1,1,3,5,2,3,1,5,4,4,4,3,3,4,4,2,2,1,3,3,2,2,5,6,6,6,4,5,1,5,5,3,2,5,4,5,5,4,4,1,4,1,4,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5,5,5,1,5,5,5,1,5,5,5,1,1,5,5,5,4,4,4,4,4,4,4,1,3,1,2,4,4,4,4,4,5,5,5,5,5,5,26,28,35,25,27,30,39,9,86
152,2,31,1,2,5,1,2,2,2,3,3,4,3,2,2,2,2,3,2,3,4,2,1,3,2,3,4,3,3,4,4,3,3,1,2,1,3,3,1,1,4,5,5,4,4,3,3,4,3,3,3,3,3,4,2,4,4,2,4,2,3,2,3,2,2,1,1,1,0,0,1,0,1,0,0,4,3,3,2,3,2,3,3,3,3,4,3,3,3,4,3,2,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,19,19,31,20,22,31,33,5,48
294,1,41,4,2,5,1,2,2,2,4,3,4,3,3,4,1,2,3,1,1,4,2,1,4,1,4,5,1,4,3,3,4,3,1,4,1,4,3,1,1,5,3,6,6,6,3,1,2,4,4,3,3,4,3,1,4,4,1,1,3,4,1,3,1,1,1,1,1,0,0,0,0,0,0,0,4,5,4,3,4,3,2,2,3,3,3,3,2,2,3,4,2,2,4,3,3,2,4,3,4,4,2,2,3,2,4,2,4,4,4,2,1,4,3,3,2,20,24,39,15,26,22,34,3,48
414,1,24,4,1,5,2,2,4,3,4,3,3,4,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,2,3,2,3,3,2,1,5,6,6,6,4,2,2,3,3,3,3,3,3,2,3,3,3,2,3,2,3,2,3,3,3,0,1,1,0,0,0,1,1,0,0,3,4,3,2,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,2,2,2,3,3,19,19,31,24,27,27,28,4,52
361,1,48,4,1,3,1,2,3,2,4,2,4,2,3,4,1,1,4,2,1,4,4,2,4,1,4,4,2,4,1,2,3,4,1,4,1,4,4,1,1,6,6,7,7,7,3,2,3,4,3,2,4,4,2,1,4,4,1,4,1,4,1,4,2,1,0,1,1,1,1,1,1,1,1,1,2,2,4,3,4,3,2,3,4,4,2,3,5,4,2,2,3,3,4,4,4,2,4,4,3,4,2,3,2,2,4,4,4,3,4,4,4,4,4,4,4,23,25,39,16,33,22,39,9,67
413,1,27,3,2,2,1,2,4,2,4,2,4,2,2,4,2,3,4,2,2,3,1,1,3,1,4,4,1,3,1,2,4,3,1,5,2,3,4,2,1,3,3,4,2,2,2,3,3,4,3,2,4,4,2,2,4,4,1,4,1,4,1,4,3,1,1,1,1,0,0,0,0,1,0,1,1,2,5,5,5,5,1,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,3,2,3,3,2,3,2,2,4,4,4,2,4,5,4,5,3,3,3,24,22,36,13,14,23,38,5,75
